"U.S. Historical Series of Unemployment Rates, Vacancy Rates, and Labor Productivity.",,,,
"See Petrosky-Nadeau and Zhang (2020), ""Unemployment Crises"" for detailed construction.",,,,
The unemployment rates and vacancy rates as well as the labor productivity are in percent.,,,,
,,,,
,Civilian Unemployment Rates,Private Nonfarm Unemployment Rates,Vacancy Rates,Labor Productivity
1890M01,3.08123645,3.99592797,,0.13320376
1890M02,3.28880174,5.01932548,,0.11942179
1890M03,3.49633549,5.95941924,,0.12014216
1890M04,3.70721852,6.83159126,,0.11892619
1890M05,3.82383510,7.45149437,,0.11638704
1890M06,3.97732334,8.06592809,,0.11458995
1890M07,4.09467267,8.53548580,,0.11391314
1890M08,4.22722959,8.96702505,,0.11135224
1890M09,4.35279816,9.31534074,,0.10802780
1890M10,4.44150268,9.51507288,,0.10251378
1890M11,4.54794741,9.68168029,,0.10624223
1890M12,4.60109886,9.66170882,,0.09525037
1891M01,4.49676791,9.24337458,,0.10979826
1891M02,4.49945821,9.07133775,,0.11153385
1891M03,4.56394614,9.04235953,,0.11923330
1891M04,4.53990398,8.85704734,,0.10468220
1891M05,4.57778343,8.81202275,,0.10065632
1891M06,4.61517484,8.78386327,,0.10598789
1891M07,4.56379347,8.60645123,,0.11374490
1891M08,4.53795959,8.49750727,,0.11582864
1891M09,4.50657596,8.39766829,,0.11888254
1891M10,4.40328693,8.18343891,,0.12466910
1891M11,4.34630246,8.07411839,,0.13026257
1891M12,4.22904708,7.87081071,,0.12951661
1892M01,4.13798451,7.73316694,,0.12600908
1892M02,4.08408645,7.66012019,,0.12735651
1892M03,4.04658425,7.61305346,,0.12976590
1892M04,4.03961202,7.61871320,,0.12427209
1892M05,4.07785039,7.70510857,,0.12889689
1892M06,4.10056780,7.75762727,,0.13379840
1892M07,4.18365401,7.91986382,,0.12865145
1892M08,4.29748777,8.13588806,,0.13118840
1892M09,4.43203088,8.38666535,,0.13028968
1892M10,4.58179968,8.66178516,,0.12518378
1892M11,4.75813539,8.98266484,,0.12665336
1892M12,4.98020684,9.38534314,,0.12674871
1893M01,5.12391516,9.63608760,,0.13142839
1893M02,5.33404238,10.01156776,,0.13473845
1893M03,5.56239273,10.42088301,,0.13365534
1893M04,5.84595005,10.93313444,,0.13872534
1893M05,6.14521397,11.47417131,,0.13118902
1893M06,6.56284111,12.23537323,,0.12177711
1893M07,7.04711029,13.11963134,,0.11660701
1893M08,7.57896032,14.09118451,,0.11339159
1893M09,7.69682772,14.29278498,,0.11826983
1893M10,7.95931553,14.76339014,,0.11187904
1893M11,8.08249915,14.97604974,,0.10572393
1893M12,8.30093159,15.36574194,,0.10912087
1894M01,8.73262203,16.15020991,,0.11153574
1894M02,8.88993048,16.42786908,,0.10640945
1894M03,9.06896750,16.74644678,,0.11082145
1894M04,9.18553196,16.95025033,,0.11921531
1894M05,9.45258955,17.43205301,,0.11129761
1894M06,9.52090339,17.54752652,,0.12116136
1894M07,9.68582689,17.84120688,,0.10245320
1894M08,9.59972408,17.67266375,,0.13688919
1894M09,9.52726682,17.52950492,,0.13623849
1894M10,9.38555016,17.25909082,,0.12316504
1894M11,9.22354562,16.95149973,,0.12549532
1894M12,9.08754151,16.69167826,,0.11305272
1895M01,8.92821995,16.38886180,,0.11431075
1895M02,8.84927803,16.23305418,,0.12711976
1895M03,8.79414195,16.12032461,,0.11953892
1895M04,8.62460806,15.79751646,,0.12004279
1895M05,8.49470542,15.54714204,,0.12327286
1895M06,8.28795724,15.15615578,,0.12354718
1895M07,8.21449414,15.00899100,,0.13111433
1895M08,8.12607803,14.83453836,,0.13906123
1895M09,8.19980100,14.95600602,,0.12915515
1895M10,8.25840866,15.04972327,,0.13653798
1895M11,8.38630658,15.26957337,,0.13605252
1895M12,8.59600095,15.63811311,,0.13087704
1896M01,8.84732812,16.08209980,,0.13433500
1896M02,8.84404732,16.06336884,,0.12298448
1896M03,9.00001876,16.33404961,,0.12645833
1896M04,9.11869993,16.53697778,,0.11900221
1896M05,9.16544586,16.60946135,,0.12155875
1896M06,9.10533579,16.48848729,,0.12090286
1896M07,9.40289393,17.01499073,,0.11434500
1896M08,9.91169722,17.92273547,,0.11612903
1896M09,9.73259608,17.58612079,,0.11360832
1896M10,9.53606852,17.21840959,,0.11742482
1896M11,9.35714603,16.88281532,,0.11449766
1896M12,9.21872243,16.62048343,,0.12405813
1897M01,8.95385320,16.13043491,,0.10634780
1897M02,8.81941306,15.87600273,,0.12509611
1897M03,8.72495045,15.69396652,,0.12506112
1897M04,8.69140817,15.62182680,,0.15794834
1897M05,8.55576814,15.36657424,,0.12896994
1897M06,8.51311021,15.27875068,,0.12540191
1897M07,8.35879083,14.99099704,,0.12534927
1897M08,8.36060181,14.98368527,,0.12216635
1897M09,8.35751674,14.96786120,,0.12097510
1897M10,8.32847050,14.90586659,,0.12062104
1897M11,8.27364383,14.79813776,,0.12190507
1897M12,8.18247307,14.62589626,,0.12019530
1898M01,8.17124739,14.59700743,,0.11927125
1898M02,8.10254121,14.46559119,,0.13190993
1898M03,8.22956441,14.68357129,,0.11853012
1898M04,8.41268262,15.00127825,,0.11628301
1898M05,8.19200083,14.59890090,,0.12521588
1898M06,7.99924717,14.24661054,,0.11321809
1898M07,7.80361036,13.88942950,,0.11525319
1898M08,7.63558038,13.58155749,,0.11778930
1898M09,7.55310418,13.42585577,,0.12399246
1898M10,7.36713183,13.08615161,,0.12387585
1898M11,7.13979258,12.67306241,,0.12720632
1898M12,6.87349706,12.19098362,,0.12829611
1899M01,6.61618154,11.72499323,,0.12550634
1899M02,6.40975212,11.35006629,,0.12248803
1899M03,6.24263717,11.04555091,,0.12257382
1899M04,6.11285830,10.80782949,,0.11528827
1899M05,5.86232643,10.35749155,,0.12014714
1899M06,5.72458328,10.10733515,,0.12858715
1899M07,5.63819552,9.94859056,,0.13162182
1899M08,5.56211710,9.80874617,,0.12926645
1899M09,5.55028194,9.78287398,,0.13062283
1899M10,5.54014581,9.76067315,,0.13498280
1899M11,5.47995432,9.65105020,,0.13099540
1899M12,5.46096646,9.61479933,,0.13110622
1900M01,5.34224189,9.40379884,,0.13342061
1900M02,5.26789737,9.26917396,,0.13617402
1900M03,5.21516548,9.17084221,,0.13210541
1900M04,5.13296961,9.01900712,,0.14002691
1900M05,5.10807688,8.96615453,,0.12690383
1900M06,5.03950122,8.83491034,,0.12478284
1900M07,4.99887895,8.75100102,,0.12022864
1900M08,4.94350871,8.63958018,,0.12030671
1900M09,4.86680681,8.48930862,,0.11876309
1900M10,4.80374009,8.36130999,,0.11368968
1900M11,4.68575195,8.13641324,,0.11627838
1900M12,4.59546102,7.95849995,,0.11997179
1901M01,4.47189482,7.72197105,,0.12229578
1901M02,4.37794326,7.53816714,,0.12589064
1901M03,4.33251947,7.43911908,,0.13457726
1901M04,4.29527076,7.35504733,,0.13512805
1901M05,4.27895494,7.30764665,,0.14243165
1901M06,4.15487561,7.07744277,,0.13840444
1901M07,4.13550320,7.02683947,,0.14136197
1901M08,4.05428641,6.87221554,,0.14157901
1901M09,4.03170159,6.81805309,,0.14059190
1901M10,3.92953980,6.63047596,,0.13976338
1901M11,3.83597570,6.45880829,,0.13929988
1901M12,3.78153444,6.35421363,,0.13754222
1902M01,3.74103289,6.27404700,,0.13586245
1902M02,3.66393771,6.13352311,,0.13040216
1902M03,3.61735759,6.04508288,,0.13010548
1902M04,3.54073143,5.90740013,,0.13681069
1902M05,3.47638625,5.79118917,,0.12301604
1902M06,3.47150024,5.77480381,,0.12126444
1902M07,3.40132328,5.65058513,,0.12320490
1902M08,3.38406728,5.61507223,,0.12839750
1902M09,3.30837188,5.48337520,,0.12604836
1902M10,3.31378657,5.48683701,,0.12703154
1902M11,3.26698150,5.40450830,,0.13628020
1902M12,3.21452340,5.31357604,,0.13780138
1903M01,3.14527606,5.19564319,,0.13451364
1903M02,3.10519141,5.12629744,,0.13431145
1903M03,3.15538974,5.20636554,,0.13419761
1903M04,3.18794225,5.25769105,,0.13943793
1903M05,3.22307472,5.31370549,,0.13723569
1903M06,3.30656352,5.44987163,,0.13915134
1903M07,3.47222888,5.72187547,,0.14239203
1903M08,3.66704906,6.04231434,,0.14175219
1903M09,3.80629121,6.27158698,,0.14130718
1903M10,3.89040967,6.41042907,,0.11952796
1903M11,4.07954362,6.72266982,,0.11771690
1903M12,4.32103985,7.12154996,,0.11739042
1904M01,4.55718225,7.51194503,,0.12070871
1904M02,4.67675907,7.70942167,,0.13539858
1904M03,4.93068938,8.12764832,,0.12735180
1904M04,4.95865766,8.17270107,,0.12473826
1904M05,5.09405781,8.39415336,,0.13121695
1904M06,5.05696474,8.33072333,,0.13522645
1904M07,5.02863380,8.28116456,,0.12658661
1904M08,5.03526571,8.28858815,,0.12683888
1904M09,4.97959018,8.19283989,,0.11076250
1904M10,4.99522168,8.21374482,,0.12705095
1904M11,4.91647704,8.07874356,,0.13097062
1904M12,4.81050069,7.89832622,,0.12975467
1905M01,4.54106796,7.44905523,,0.13663889
1905M02,4.41901500,7.24256902,,0.13354910
1905M03,4.39431159,7.19628150,,0.12962713
1905M04,4.20447257,6.88029330,,0.13383134
1905M05,4.12905454,6.75231445,,0.12717249
1905M06,3.94535830,6.44800867,,0.13271994
1905M07,3.81532661,6.23217650,,0.12289168
1905M08,3.66441557,5.98295363,,0.12510330
1905M09,3.61182432,5.89490842,,0.12840751
1905M10,3.46880832,5.65993756,,0.13666985
1905M11,3.30675275,5.39460687,,0.13501627
1905M12,3.17959246,5.18689486,,0.13765390
1906M01,3.02570670,4.93627464,,0.13941783
1906M02,2.90515252,4.74005204,,0.14540795
1906M03,2.83341859,4.62351558,,0.14030408
1906M04,2.72482242,4.44686084,,0.13430677
1906M05,2.57334544,4.20024014,,0.13693522
1906M06,2.46353318,4.02163552,,0.13636396
1906M07,2.34285473,3.82530547,,0.14616747
1906M08,2.29446121,3.74702679,,0.14527464
1906M09,2.21780044,3.62262476,,0.15444871
1906M10,2.08057450,3.39929633,,0.14957213
1906M11,2.01906632,3.29967933,,0.15170960
1906M12,1.91926396,3.13748856,,0.15430303
1907M01,1.84719290,3.02062686,,0.14974725
1907M02,1.86827240,3.05250984,,0.14375421
1907M03,1.93804790,3.16017683,,0.14379036
1907M04,2.04714325,3.32828311,,0.14966890
1907M05,2.21589593,3.59005801,,0.14366353
1907M06,2.46926202,3.98583075,,0.13913496
1907M07,2.78140388,4.47365536,,0.14174060
1907M08,3.21469996,5.15364417,,0.14126945
1907M09,3.66117468,5.85241407,,0.13849469
1907M10,4.26177478,6.79548836,,0.13878587
1907M11,5.01519161,7.97990804,,0.12310973
1907M12,5.51994069,8.76740460,,0.11287598
1908M01,6.12333891,9.71134996,,0.12097475
1908M02,6.61743352,10.48216160,,0.12355618
1908M03,7.27582971,11.51276089,,0.12780540
1908M04,7.51885308,11.88555269,,0.13061661
1908M05,7.78258796,12.29073970,,0.13863999
1908M06,8.07095848,12.73402209,,0.13941323
1908M07,8.06950949,12.71924004,,0.13248952
1908M08,7.92781665,12.48292751,,0.12917907
1908M09,7.87741405,12.38964112,,0.13262961
1908M10,7.74974742,12.17373109,,0.13366353
1908M11,7.41298305,11.62843767,,0.15005783
1908M12,7.09352768,11.10943564,,0.14420774
1909M01,6.77223674,10.58624696,,0.13894550
1909M02,6.36910561,9.93772171,,0.14220587
1909M03,6.08317976,9.47479136,,0.14118710
1909M04,5.94751207,9.24810568,,0.13937708
1909M05,5.65113507,8.77399706,,0.14296708
1909M06,5.54131737,8.59209603,,0.14590659
1909M07,5.33078886,8.25652199,,0.14478073
1909M08,5.23253636,8.09734683,,0.13669263
1909M09,5.17776675,8.00776598,,0.14549808
1909M10,5.23118743,8.08771667,,0.14808033
1909M11,5.18227108,8.01167569,,0.15428552
1909M12,5.28096289,8.16601404,,0.14938640
1910M01,5.31369335,8.22049123,,0.15360670
1910M02,5.32799316,8.24384074,,0.15013785
1910M03,5.42138207,8.38709181,,0.14672006
1910M04,5.51048132,8.52131521,,0.13839483
1910M05,5.65401775,8.73736665,,0.13434428
1910M06,5.83997739,9.01656420,,0.13351530
1910M07,5.94393772,9.16684936,,0.13217841
1910M08,6.00653233,9.25136693,,0.14211121
1910M09,6.07326464,9.34054402,,0.13766711
1910M10,6.24772380,9.59360795,,0.14113054
1910M11,6.46752385,9.91423226,,0.13992022
1910M12,6.51347262,9.96672965,,0.13597275
1911M01,6.65444358,10.16338030,,0.13983647
1911M02,6.95460093,10.60472955,,0.13956968
1911M03,7.00464488,10.66624593,,0.14010091
1911M04,7.16067240,10.89078768,,0.15169040
1911M05,7.05637750,10.72108211,,0.14657627
1911M06,7.10410434,10.78397706,,0.14343835
1911M07,7.22411609,10.95777303,,0.14775757
1911M08,7.14441611,10.82987428,,0.14218853
1911M09,7.17760434,10.87433114,,0.14275182
1911M10,7.03289267,10.65047728,,0.14627467
1911M11,6.89744873,10.44190810,,0.14368910
1911M12,6.82867842,10.33543353,,0.14363366
1912M01,6.58876151,9.97109747,,0.14214648
1912M02,6.39630474,9.67895551,,0.14394380
1912M03,6.32084777,9.56420922,,0.14279075
1912M04,6.01779118,9.10544056,,0.13573974
1912M05,5.95322731,9.00788955,,0.13397006
1912M06,5.79044567,8.76208552,,0.13922794
1912M07,5.66842065,8.57831329,,0.14561779
1912M08,5.69715812,8.62309566,,0.14579148
1912M09,5.60049899,8.47850567,,0.14177618
1912M10,5.54075177,8.39021000,,0.14470780
1912M11,5.45610183,8.26462939,,0.14813001
1912M12,5.28969046,8.01556816,,0.15210890
1913M01,5.26340166,7.97922458,,0.15640647
1913M02,5.13893517,7.79127523,,0.15074340
1913M03,5.21761642,7.90851677,,0.14733253
1913M04,5.28627516,8.00759045,,0.15053908
1913M05,5.37530061,8.13445299,,0.14986952
1913M06,5.52922031,8.35634151,,0.15623587
1913M07,5.67780511,8.56694506,,0.15083576
1913M08,5.83481030,8.78720496,,0.15779814
1913M09,5.98286962,8.99123961,,0.16289836
1913M10,6.14925394,9.22040818,,0.15436931
1913M11,6.56564645,9.82151140,,0.15488424
1913M12,6.85886523,10.23528927,,0.15387615
1914M01,7.11651934,10.59389828,,0.13955630
1914M02,7.29879523,10.84344667,,0.14433692
1914M03,7.60092560,11.27367418,,0.14797643
1914M04,7.87555275,11.66527094,,0.15485753
1914M05,8.33137919,12.32707901,,0.14624217
1914M06,8.33898362,12.32791464,,0.13852889
1914M07,8.67877127,12.82211867,,0.14186953
1914M08,8.85974559,13.08380282,,0.12482134
1914M09,9.23166754,13.62967450,,0.13143800
1914M10,9.37139376,13.83510950,,0.11950703
1914M11,9.45351330,13.95803886,,0.11455546
1914M12,9.72275282,14.35997192,,0.11294715
1915M01,9.63993792,14.24481304,,0.11502847
1915M02,9.51511678,14.06596389,,0.12494806
1915M03,9.43639316,13.95369358,,0.13294817
1915M04,9.35845875,13.84106412,,0.13330755
1915M05,9.28010096,13.72627180,,0.13300880
1915M06,9.32465985,13.79170817,,0.12488014
1915M07,9.31923700,13.78151589,,0.13236723
1915M08,9.08405204,13.42978922,,0.13393054
1915M09,9.02145124,13.33138133,,0.13934594
1915M10,8.62443506,12.73698744,,0.14681771
1915M11,8.12208052,11.98562683,,0.15728258
1915M12,7.75407672,11.43118471,,0.16782681
1916M01,7.53882162,11.10014311,,0.17627324
1916M02,7.13034362,10.48620878,,0.17038768
1916M03,6.97304787,10.24329427,,0.16217516
1916M04,6.80287511,9.98284743,,0.15472467
1916M05,6.60971396,9.69027149,,0.15982575
1916M06,6.48299569,9.49679643,,0.16446295
1916M07,6.31022827,9.23766692,,0.14681331
1916M08,6.21764634,9.09779875,,0.15627281
1916M09,6.12352351,8.95759290,,0.14393365
1916M10,5.95224563,8.70651336,,0.15699424
1916M11,5.83521043,8.53671621,,0.15188809
1916M12,5.78334797,8.46415035,,0.15510240
1917M01,5.79565623,8.48739854,,0.17018119
1917M02,5.80651674,8.50829881,,0.13011907
1917M03,5.86266671,8.59546275,,0.14083823
1917M04,5.78658785,8.48867967,,0.14690798
1917M05,5.78151893,8.48603407,,0.14851977
1917M06,5.59476353,8.21669583,,0.15952978
1917M07,5.42176749,7.96753357,,0.13904187
1917M08,5.16853247,7.60050593,,0.15948966
1917M09,4.81742118,7.08958723,,0.15244173
1917M10,4.49373463,6.61919807,,0.15104329
1917M11,4.06941471,6.00092302,,0.14695296
1917M12,3.56141954,5.25968251,,0.14285845
1918M01,2.94248704,4.35509884,,0.13561222
1918M02,2.32870103,3.45679503,,0.13772878
1918M03,1.86757979,2.78348669,,0.13605786
1918M04,1.49396198,2.23907164,,0.14603622
1918M05,1.12886100,1.70478418,,0.17176680
1918M06,0.88146136,1.34451521,,0.15938799
1918M07,0.70650304,1.09026162,,0.17787534
1918M08,0.61414041,0.95749022,,0.15907651
1918M09,0.59092511,0.92489232,,0.17329858
1918M10,0.63868700,0.99516765,,0.17025905
1918M11,0.73983683,1.14182906,,0.15821596
1918M12,0.94685540,1.44660753,,0.15678530
1919M01,1.25081455,1.89449945,6.11332014,0.16643489
1919M02,1.58284725,2.38389482,5.11955442,0.16564424
1919M03,1.74794927,2.62160860,4.87035154,0.16442524
1919M04,2.00463372,2.99655964,5.23657383,0.16742329
1919M05,2.10064114,3.13110643,5.99201660,0.16789795
1919M06,2.19923674,3.26967889,7.09656740,0.17700535
1919M07,2.32673433,3.45101238,6.56124911,0.18164596
1919M08,2.38886063,3.53510310,7.08167067,0.18283342
1919M09,2.66739007,3.93850208,6.98035563,0.17737847
1919M10,2.99278556,4.40909831,7.44273454,0.17300591
1919M11,3.22800956,4.74471859,7.99615946,0.16589012
1919M12,3.59009718,5.26421771,8.70367884,0.16128315
1920M01,3.63400831,5.31482519,9.17772565,0.17205274
1920M02,3.83045575,5.58826557,10.35014142,0.16745556
1920M03,3.92495406,5.71301489,8.68846165,0.15899510
1920M04,4.27912587,6.21575587,8.37034848,0.14826584
1920M05,4.54856988,6.59539308,7.53338635,0.15306808
1920M06,4.55119823,6.58934498,7.12099222,0.15411500
1920M07,5.28423402,7.64129798,6.55673440,0.15158092
1920M08,5.44720156,7.86937281,7.12720640,0.15452604
1920M09,5.39598645,7.78966006,6.01011985,0.15309432
1920M10,5.88687506,8.49368783,4.94933860,0.15165205
1920M11,6.98365395,10.07230011,3.78143981,0.14902570
1920M12,8.15373685,11.75708162,3.55522560,0.15181778
1921M01,9.05158268,13.05023740,3.26289726,0.15969801
1921M02,9.58880718,13.82353485,3.20209942,0.15763084
1921M03,10.70111002,15.42591942,3.26248693,0.15740131
1921M04,11.20844975,16.15626534,2.99485462,0.16083769
1921M05,11.36069890,16.37487356,2.96156658,0.16800914
1921M06,11.57058633,16.67666151,2.84468967,0.16981777
1921M07,11.75519076,16.94209001,2.94622832,0.17073397
1921M08,12.78266528,18.42232817,2.61017293,0.17563639
1921M09,12.37321862,17.83173325,2.61597740,0.17335937
1921M10,12.91800976,18.61640812,2.74786628,0.17826706
1921M11,11.78916239,16.98924665,2.90776895,0.17139850
1921M12,10.86051832,15.65070173,3.08387158,0.16543135
1922M01,12.03282967,17.33980178,3.04281036,0.16567599
1922M02,11.35646692,16.36463965,2.83343239,0.16668658
1922M03,10.93842277,15.76152723,2.83809561,0.17246566
1922M04,9.56350108,13.77951236,3.14571800,0.16334603
1922M05,8.20709752,11.82422181,3.34061015,0.16485914
1922M06,8.50821723,12.25687706,3.71247764,0.16739990
1922M07,8.16504435,11.76111458,4.21037572,0.16254286
1922M08,7.78378495,11.21031438,4.47330876,0.15558277
1922M09,7.09168203,10.21171808,4.47778464,0.16163949
1922M10,6.61599743,9.52465983,4.86369500,0.16707787
1922M11,6.41592099,9.23409400,4.75434354,0.17115140
1922M12,6.04103504,8.69151924,4.86426927,0.17284388
1923M01,5.45628739,7.84666799,4.98937673,0.16730036
1923M02,4.84064228,6.95753961,5.32106258,0.16841922
1923M03,4.54473519,6.52806338,5.51926159,0.17261362
1923M04,4.14718059,5.95266429,5.71739838,0.17531682
1923M05,3.96285227,5.68348148,6.11952821,0.17770444
1923M06,3.81986120,5.47370213,5.54540071,0.17568353
1923M07,3.90698539,5.59373924,4.92060793,0.17582012
1923M08,3.99972869,5.72198526,4.46035335,0.17584626
1923M09,3.94487158,5.63979648,4.54549515,0.17512844
1923M10,4.21746397,6.02661977,4.21584706,0.17800274
1923M11,4.36163096,6.23091361,3.99579860,0.18105168
1923M12,4.63776049,6.62482675,3.78860338,0.18053037
1924M01,4.74182745,6.77398933,3.58211560,0.18756306
1924M02,4.86608676,6.95143832,3.60545864,0.19209251
1924M03,5.01016005,7.15672970,3.47670282,0.19061989
1924M04,5.21808965,7.45281388,3.60746398,0.18679830
1924M05,5.42435771,7.74610790,3.06371444,0.18394808
1924M06,5.36978748,7.66657908,2.66216142,0.18008851
1924M07,5.24220119,7.48260217,2.76623106,0.18090195
1924M08,5.48380119,7.82532074,2.84850572,0.18562148
1924M09,5.77726272,8.24158985,2.78473480,0.18845865
1924M10,5.66048433,8.07230065,2.88578508,0.18920618
1924M11,5.44670348,7.76460557,3.11286672,0.18966521
1924M12,5.23923799,7.46592281,3.24249957,0.18750425
1925M01,5.25480587,7.48496818,3.23750313,0.18706359
1925M02,5.02380497,7.15342672,3.28833721,0.18483515
1925M03,5.19043314,7.38853611,3.25565010,0.18272214
1925M04,5.50709948,7.83744888,3.22798325,0.18167703
1925M05,5.21999546,7.42749210,2.94751277,0.17949060
1925M06,4.73245224,6.73286391,3.35034662,0.17652654
1925M07,4.57682087,6.51085819,3.50830336,0.17931392
1925M08,4.50024457,6.40162894,3.48144797,0.17524294
1925M09,4.33167593,6.16184876,3.83811661,0.17231424
1925M10,4.14068314,5.89047411,4.08706075,0.17799206
1925M11,3.98797398,5.67386729,3.97884864,0.18105346
1925M12,3.69401036,5.25658680,3.80265604,0.18365245
1926M01,3.38646555,4.82023122,3.79872124,0.18113135
1926M02,3.16083035,4.49968211,3.37180909,0.18272260
1926M03,3.05856007,4.35401551,3.75426742,0.18557317
1926M04,2.93023682,4.17053720,3.74793398,0.18597728
1926M05,2.68533658,3.82056095,4.02820028,0.18514954
1926M06,2.52799496,3.59481109,3.69276097,0.18691820
1926M07,2.56826860,3.64970466,3.68144012,0.18831941
1926M08,2.66717171,3.78743285,3.78649415,0.18974451
1926M09,2.72613429,3.86804966,3.79543916,0.19188563
1926M10,2.94796519,4.17934392,3.64965395,0.19208393
1926M11,3.10035569,4.39178165,3.36446476,0.19198149
1926M12,3.04068018,4.30384917,3.14079442,0.19180434
1927M01,3.10296983,4.38877977,3.03275803,0.19145207
1927M02,3.20424893,4.52908909,2.76792176,0.19259960
1927M03,3.39549035,4.79661916,2.98512631,0.19419202
1927M04,3.50090761,4.94293397,2.85668182,0.18935757
1927M05,3.79487415,5.35539455,2.83958277,0.19020994
1927M06,4.13443426,5.83196314,2.74588026,0.18835262
1927M07,4.21315369,5.94048729,2.68908361,0.18597608
1927M08,4.23060644,5.96269630,2.62055948,0.18629446
1927M09,4.18294604,5.89325225,2.54542599,0.18342126
1927M10,4.26288294,6.00364358,2.55270467,0.18019528
1927M11,4.33279450,6.09990480,2.52128877,0.18029422
1927M12,4.44469126,6.25523611,2.57400402,0.18101773
1928M01,4.70828067,6.62390788,2.53742453,0.18362166
1928M02,4.67638950,6.57703186,2.54776667,0.18472277
1928M03,4.66459625,6.55864925,2.46950550,0.18564962
1928M04,4.73017704,6.64920510,2.43465236,0.18525550
1928M05,5.03488285,7.07591302,2.50315374,0.18611572
1928M06,5.24501588,7.36967184,2.60359648,0.18591691
1928M07,5.09203434,7.15330928,2.87314495,0.18644280
1928M08,4.95345728,6.95733298,2.63919422,0.18856496
1928M09,4.82499884,6.77568182,2.75534539,0.18887917
1928M10,4.55855169,6.40037187,2.58324335,0.19045270
1928M11,4.30222315,6.03938706,2.62223352,0.19112451
1928M12,4.08939252,5.73953804,2.72572453,0.19261706
1929M01,3.82280972,5.36429100,2.78054202,0.19206710
1929M02,3.46395138,4.85963259,2.58606561,0.18972586
